ID1 ID2 HetHet IBS0 Kinship
5851518 4508661 0.046 0.0144 0.0595
5851681 5652775 0.077 0.0045 0.2538
5851690 4634613 0.066 0 0.2465
5851690 5875852 0.067 0 0.2503
5851754 2311476 0.044 0.0155 0.0458
5851810 1344568 0.055 0.0085 0.1377
5851852 4163581 0.046 0.0147 0.0618
5851869 5955585 0.052 0.011 0.1088
5851957 1899429 0.053 0.01 0.1222
5852027 5556077 0.047 0.0131 0.0791
5852338 3688521 0.082 0.0025 0.2861
5852338 3859375 0.077 0.0047 0.2495
5852342 2077841 0.055 0 0.246
5852410 4230347 0.046 0.0133 0.0725
5852469 5216730 0.075 0.0038 0.2508
5852476 2663139 0.08 0.0044 0.2659
5852558 1077903 0.056 0.0078 0.1498
5852581 2535538 0.079 0.005 0.2534
5852620 5628273 0.056 0.0081 0.1466
5852647 4370055 0.073 0.0041 0.2456
5852662 2543978 0.045 0.0152 0.0507
5852696 2896886 0.072 0.0054 0.2292
5852696 5042683 0.045 0.0155 0.0515
5852696 5808526 0.076 0.0047 0.2489
5852723 3140410 0.084 0.0044 0.2794
5852794 3899780 0.044 0.0153 0.0489
5852884 4641703 0.054 0.0087 0.1394
5852909 3608659 0.047 0.0138 0.0713
5852911 4138301 0.052 0.0106 0.1115
5852983 4636234 0.073 0.0053 0.2283
5853003 2130024 0.046 0.0145 0.0605
5853010 4133255 0.048 0.0137 0.0729
5853052 3224214 0.08 0.0036 0.2731
5853118 2305471 0.046 0.0145 0.0627
5853118 4216783 0.067 0 0.2493
5853235 1054231 0.048 0.0137 0.0716
5853316 2208398 0.046 0.0139 0.064
5853337 1546734 0.075 0.0048 0.2438
5853427 5554850 0.052 0.0103 0.1123
5853451 1949667 0.049 0.0124 0.0864
5853451 3495876 0.049 0.0138 0.0724
5853624 3168283 0.053 0.0099 0.1251
5853707 1714428 0.045 0.0156 0.0444
5853707 3869808 0.053 0.0094 0.1263
5853719 5717425 0.045 0.0145 0.0601
5853732 1670714 0.051 0.01 0.1141
5853801 5747361 0.044 0.0146 0.055
5853801 5925517 0.047 0.0136 0.0696
5853950 2021480 0.046 0.0138 0.0651
5853964 1378620 0.046 0.0152 0.0556
5853986 2452944 0.045 0.0153 0.0525
5853986 3210273 0.067 0 0.2491
5854040 1102471 0.075 0.0046 0.2451
5854079 3507614 0.072 0.0052 0.2259
5854101 1779313 0.045 0.0147 0.0578
5854101 5896803 0.047 0.0137 0.0712
5854113 1733101 0.045 0.0147 0.0591
5854113 3206592 0.044 0.0158 0.0458
5854142 1526747 0.045 0.0148 0.0565
5854180 3306937 0.073 0.005 0.2342
5854214 2090348 0.078 0.0055 0.2507
5854214 4931454 0.079 0.004 0.2587
5854227 1560771 0.045 0.0132 0.07
5854249 1402071 0.045 0.0146 0.0569
5854375 5092240 0.044 0.015 0.0529
5854381 1047147 0.046 0.0139 0.0684
5854411 3543101 0.045 0.0152 0.0552
5854510 4757933 0.079 0.0037 0.2682
5854510 4889025 0.077 0.0047 0.2518
5854552 3880927 0.055 0.0078 0.145
5854587 1141629 0.046 0.0134 0.0708
5854677 3567057 0.046 0.0149 0.0582
5854698 4246610 0.044 0.0148 0.054
5854753 2204254 0.044 0.015 0.049
5854820 5638442 0.046 0.0137 0.0688
5854955 5741413 0.074 0.0035 0.2506
5854989 5279391 0.051 0.0111 0.1031
5855107 4613943 0.067 0 0.2512
5855175 1655356 0.047 0.0134 0.0726
5855208 4282821 0.079 0.0053 0.2549
5855282 3898788 0.045 0.0147 0.0554
5855328 2252966 0.048 0.0124 0.0829
5855345 4998471 0.047 0.0141 0.0659
5855489 3318683 0.047 0.0137 0.0734
5855522 2494416 0.078 0.0047 0.2554
5855535 1045677 0.05 0.0134 0.084
5855535 3372975 0.051 0.0123 0.0955
5855673 5125492 0.046 0.0143 0.0621
5855733 1459832 0.071 0.0061 0.2189
5855886 2979659 0.044 0.0151 0.0512
5855898 4922353 0.049 0.0121 0.0916
5855913 5970025 0.046 0.0148 0.0547
5855999 1815709 0.045 0.0145 0.0597
5856004 2921924 0.073 0.0052 0.2347
5856033 1453644 0.078 0.0048 0.2548
5856169 4819187 0.045 0.0134 0.0676
5856268 3006345 0.055 0.0082 0.1417
5856456 1715156 0.067 0 0.2491
5856456 3786992 0.067 0 0.2498
5856721 1817128 0.047 0.0143 0.0634
5856786 3037295 0.047 0.0142 0.0631
5856888 2384983 0.072 0.0071 0.2186
5856975 3467017 0.052 0.0098 0.1216
5856975 4484745 0.055 0.0082 0.1418
5857011 1441923 0.046 0.0147 0.0598
5857035 5443555 0.046 0.0145 0.0606
5857479 4605684 0.045 0.0148 0.0532
5857494 3997519 0.051 0.0102 0.1132
5857595 4407225 0.075 0.0053 0.2413
5857613 2094832 0.048 0.0136 0.0752
5857752 2991593 0.075 0.0057 0.2389
5857769 1559253 0.035 0.0122 0.0518
5857776 1671117 0.048 0.0124 0.0875
5857776 5851280 0.047 0.014 0.0699
5857858 2591069 0.046 0.013 0.0722
5857890 1343400 0.047 0.0136 0.0731
5857890 2519476 0.046 0.0146 0.0588
5857949 1571465 0.077 0.0051 0.2542
5857949 3211821 0.078 0.0047 0.2575
5857992 5207379 0.045 0.0147 0.052
5858005 5419694 0.077 0.0047 0.2524
5858005 5969096 0.048 0.0137 0.0771
5858012 4891941 0.046 0.0145 0.0599
5858098 2427027 0.047 0.0142 0.068
5858109 4585399 0.069 0.0001 0.2499
5858220 3484069 0.068 0 0.2474
5858419 4589188 0.046 0.0145 0.0619
5858475 1482141 0.045 0.0148 0.0541
5858580 1563696 0.068 0.0001 0.2468
5858629 2282410 0.075 0.0047 0.2431
5858629 3151952 0.047 0.0142 0.0651
5858629 3899646 0.046 0.0141 0.0641
5858629 4993812 0.046 0.0145 0.0628
5858727 4333192 0.077 0.0041 0.2545
5858730 4088312 0.045 0.0143 0.0594
5858765 1745301 0.046 0.0144 0.0561
5858765 4624258 0.047 0.0138 0.0674
5858792 1362854 0.051 0.0108 0.1078
5858815 1862881 0.04 0.0142 0.0444
5858815 3080472 0.047 0.0125 0.0793
5858815 4119389 0.041 0.0139 0.045
5858815 5773075 0.041 0.0142 0.0457
5858934 5356885 0.052 0.0099 0.1184
5858945 2220760 0.048 0.0142 0.0698
5858969 4780294 0.074 0.0047 0.241
5858976 2242331 0.047 0.0136 0.0711
5859032 2189416 0.052 0.0105 0.1143
5859044 3391872 0.045 0.0154 0.0536
5859170 5388988 0.067 0 0.2464
5859308 4608900 0.046 0.0147 0.0574
5859565 2859027 0.066 0.0001 0.2434
5859573 1320781 0.044 0.0155 0.0466
5859573 5377885 0.044 0.0148 0.0554
5859588 1187878 0.048 0.0129 0.0826
5859588 5160848 0.075 0.0052 0.2391
5859646 2410758 0.044 0.0158 0.0462
5859646 3513802 0.076 0.0052 0.2423
5859660 1883703 0.046 0.0137 0.0663
5859738 5166233 0.047 0.0137 0.0711
5859738 5496389 0.048 0.0121 0.09
5859774 5502560 0.077 0.0043 0.2548
5859836 1496464 0.045 0.0149 0.0549
5859848 1959388 0.045 0.0152 0.0512
5859971 1135189 0.044 0.0146 0.055
5860003 4919427 0.068 0 0.252
5860028 3705802 0.045 0.016 0.0476
5860034 2627273 0.045 0.0139 0.061
5860133 3058898 0.047 0.014 0.0682
5860159 5943230 0.045 0.0155 0.048
5860260 4515287 0.046 0.0133 0.0707
5860283 3891533 0.046 0.0141 0.0638
5860341 3778165 0.044 0.0143 0.0597
5860492 4630765 0.045 0.0156 0.0494
5860531 1515143 0.045 0.0148 0.0554
5860661 4361204 0.047 0.013 0.0778
5860689 2020158 0.047 0.0135 0.0707
5860719 1800197 0.046 0.0148 0.0606
5860726 4272243 0.046 0.0154 0.0534
5860856 5880271 0.08 0.0042 0.2644
5860921 4938592 0.067 0.0001 0.249
5860986 2252106 0.079 0.0036 0.2669
5860998 2749772 0.045 0.0149 0.0554
5861075 3558624 0.067 0 0.2485
5861081 3477310 0.044 0.0147 0.0524
5861116 3568365 0.054 0.0089 0.1354
5861137 4268937 0.047 0.014 0.0676
5861141 1546826 0.077 0.0045 0.2537
5861141 1657276 0.045 0.0141 0.0636
5861153 2201706 0.054 0.0086 0.1353
5861203 2213474 0.047 0.014 0.0677
5861252 2943603 0.047 0.0133 0.0744
5861252 4791409 0.047 0.0141 0.067
5861269 2869631 0.045 0.0144 0.0596
5861269 3771653 0.047 0.0133 0.0728
5861269 4138870 0.045 0.0144 0.0619
5861331 5344223 0.046 0.0141 0.0658
5861412 2632045 0.047 0.0147 0.0628
5861439 2555807 0.076 0.0042 0.2496
5861514 3257839 0.073 0.0052 0.2296
5861611 2288043 0.074 0.0051 0.2374
5861678 1036331 0.046 0.0144 0.0593
5861678 2829856 0.046 0.0144 0.0613
5861774 3334651 0.076 0.0041 0.2557
5861836 4910971 0.046 0.0137 0.0686
5861848 5200385 0.079 0.0049 0.2568
5861855 4292355 0.077 0.0057 0.2454
5861872 5614508 0.084 0.003 0.2926
5861996 5580558 0.077 0.0049 0.2492
5862002 5236912 0.046 0.0142 0.0641
5862231 3521275 0.075 0.0051 0.241
5862240 3701986 0.047 0.0132 0.0751
5862266 3659836 0.07 0.0056 0.219
5862352 3137359 0.044 0.0154 0.047
5862376 2121102 0.046 0.0133 0.0741
5862400 5967023 0.081 0.0044 0.2705
5862424 4591151 0.078 0.0039 0.2612
5862597 3148933 0.046 0.0144 0.0604
5862630 1609953 0.045 0.0139 0.0636
5862718 2678498 0.046 0.0151 0.0536
5862718 5487856 0.045 0.015 0.0495
5862733 4253840 0.045 0.0148 0.0532
5862762 1879330 0.077 0.0047 0.2494
5862805 4230674 0.046 0.0148 0.0581
5863000 5992005 0.045 0.0145 0.0587
5863114 1576446 0.053 0.0094 0.1247
5863151 1664094 0.074 0.0058 0.233
5863213 5094666 0.046 0.0138 0.0679
5863225 3077833 0.043 0.015 0.0497
5863238 1558433 0.041 0.0137 0.0477
5863238 1586311 0.041 0.0135 0.0499
5863238 1950429 0.041 0.0136 0.0476
5863238 1986067 0.041 0.0132 0.0503
5863238 2066041 0.041 0.0141 0.0484
5863238 2384779 0.041 0.0139 0.0464
5863238 2484287 0.041 0.0131 0.0543
5863238 2538125 0.042 0.0146 0.0456
5863238 4119389 0.041 0.0135 0.0515
5863238 4233755 0.042 0.0146 0.0451
5863238 4446344 0.041 0.0141 0.0494
5863238 4544083 0.042 0.0135 0.0543
5863238 4641440 0.042 0.0146 0.0451
5863238 4811647 0.041 0.0142 0.0455
5863238 4926675 0.041 0.014 0.0468
5863238 5205325 0.041 0.0142 0.0443
5863238 5219449 0.042 0.0138 0.0511
5863238 5273057 0.04 0.0135 0.0472
5863238 5505050 0.041 0.0141 0.0461
5863238 5752598 0.041 0.0138 0.0459
5863238 5932990 0.041 0.0145 0.0456
5863238 5950576 0.042 0.0134 0.0549
5863238 6017378 0.04 0.0133 0.0503
5863321 1991796 0.044 0.0154 0.0504
5863416 3249375 0.079 0.0039 0.2646
5863533 1094414 0.045 0.0146 0.0585
5863533 3702059 0.047 0.0137 0.0715
5863533 5627676 0.047 0.0141 0.0675
5863632 5809430 0.047 0.0131 0.0735
5863783 2105299 0.045 0.0153 0.0506
5863887 2365810 0.075 0.0056 0.2358
5863931 2620684 0.044 0.0151 0.0511
5863931 4281646 0.045 0.014 0.062
5863931 4485337 0.046 0.0145 0.062
5863966 5498782 0.047 0.0145 0.0637
5864071 3651072 0.055 0.0112 0.1214
5864253 3777338 0.066 0 0.2465
5864346 1177752 0.045 0.0141 0.0623
5864360 1085097 0.071 0.005 0.2283
5864383 4438533 0.046 0.0139 0.0683
5864814 1593754 0.045 0.0152 0.0494
5864926 1583693 0.046 0.015 0.0576
5864975 3547829 0.075 0.0054 0.2421
5865098 2093913 0.045 0.0151 0.0519
5865135 3110823 0.075 0.005 0.241
5865178 4903140 0.07 0.0063 0.2178
5865300 4833368 0.045 0.0152 0.0527
5865372 3820813 0.046 0.0143 0.0634
5865426 1603660 0.072 0.0056 0.2261
5865432 5330273 0.045 0.0153 0.0512
5865444 4087286 0.047 0.0138 0.0692
5865463 3190920 0.046 0.0144 0.0576
5865599 4063710 0.047 0.0128 0.0804
5865637 5533554 0.046 0.0142 0.0597
5865653 3728752 0.048 0.0139 0.0727
5865714 5219162 0.045 0.0143 0.0584
5865727 3887660 0.052 0.0102 0.115
5865730 5338582 0.073 0.0049 0.2369
5865749 4070469 0.044 0.0151 0.0464
5865749 4761192 0.045 0.0144 0.0589
5865788 1506182 0.055 0.0083 0.1416
5865894 4096642 0.055 0.0089 0.1361
5866014 3066413 0.045 0.014 0.061
5866027 3016997 0.043 0.0156 0.0449
5866027 5388502 0.067 0 0.2489
5866073 5087787 0.047 0.0128 0.0787
5866100 1076681 0.046 0.015 0.0587
5866100 1584066 0.046 0.0135 0.0708
5866148 4535702 0.046 0.0142 0.0655
5866148 4923476 0.044 0.015 0.0514
5866277 1121108 0.067 0.0001 0.248
5866338 2940112 0.048 0.0118 0.0926
5866338 3534458 0.046 0.0123 0.081
5866338 4778327 0.048 0.0133 0.08
5866452 2890828 0.077 0.0053 0.2484
5866519 2262566 0.055 0.0088 0.1343
5866604 2372369 0.079 0.0057 0.2528
5866633 5645260 0.044 0.0157 0.0468
5866647 5454368 0.055 0.0081 0.1443
5866715 3548130 0.087 0.0033 0.2944
5866816 3128181 0.054 0.0092 0.1323
5866841 3557480 0.046 0.0149 0.0577
5866853 1343132 0.045 0.0145 0.058
5866870 5747513 0.047 0.0134 0.0744
5866909 3319463 0.046 0.0141 0.0646
5866997 3141859 0.076 0.0051 0.2473
5867038 3104918 0.066 0 0.2491
5867038 4103422 0.045 0.0146 0.0606
5867038 4928289 0.045 0.0144 0.0599
5867123 2351021 0.044 0.0154 0.0494
5867226 5864309 0.045 0.0157 0.0466
5867232 2091014 0.079 0.0042 0.2618
5867232 4053725 0.044 0.015 0.0504
5867232 5671645 0.045 0.0147 0.0565
5867244 4351031 0.047 0.0137 0.0718
5867365 4954981 0.045 0.0147 0.0592
5867392 4107205 0.073 0.0056 0.2301
5867433 5784231 0.045 0.0154 0.0518
5867521 2324183 0.085 0.0023 0.2934
5867539 5128420 0.047 0.014 0.066
5867543 2385174 0.073 0.0052 0.2294
5867577 2884682 0.046 0.0135 0.072
5867603 3048088 0.055 0.0081 0.1444
5867603 3472349 0.051 0.0103 0.1111
5867645 1634970 0.048 0.0138 0.0741
5867669 4674443 0.046 0.014 0.0661
5867772 5543549 0.048 0.0135 0.077
5867793 2878882 0.046 0.0151 0.0565
5867929 3107271 0.045 0.0148 0.0587
5867929 3981591 0.045 0.0153 0.0547
5867995 1059986 0.046 0.0143 0.0592
5867995 5357382 0.045 0.0153 0.0511
5868015 1163980 0.081 0.0039 0.2723
5868023 5543774 0.077 0.0045 0.2542
5868199 5131397 0.055 0.0085 0.1392
5868227 5431559 0.045 0.0141 0.062
5868288 1720671 0.075 0.0054 0.239
5868288 5395570 0.071 0.0066 0.2166
5868390 3017080 0.046 0.0147 0.063
5868409 1726414 0.048 0.0139 0.0713
5868545 1878071 0.045 0.0143 0.0612
5868552 5657857 0.044 0.0146 0.0533
5868569 4559896 0.046 0.014 0.0662
5868587 1739303 0.068 0.0001 0.2494
5868621 4271746 0.082 0.0046 0.2753
5868650 1799639 0.044 0.0157 0.0466
5868716 4945223 0.044 0.0151 0.0518
5868737 4015766 0.047 0.0137 0.0721
5868753 2890596 0.044 0.015 0.0519
5868784 3539188 0.066 0 0.2492
5868859 1317124 0.055 0.0084 0.1396
5868896 4314290 0.076 0.0051 0.2449
5869035 1478709 0.046 0.0149 0.0583
5869078 4609745 0.05 0.0117 0.0973
5869105 5971165 0.044 0.015 0.0519
5869112 1224111 0.066 0 0.2419
5869121 4152151 0.045 0.015 0.0533
5869143 1811560 0.044 0.0149 0.0523
5869164 2518950 0.045 0.0153 0.0536
5869177 4311759 0.047 0.0136 0.0721
5869318 3582898 0.046 0.0142 0.0658
5869333 1260008 0.08 0.004 0.2683
5869333 2200517 0.074 0.0047 0.2414
5869362 2541033 0.08 0.0033 0.274
5869541 4249489 0.046 0.014 0.0613
5869595 1568638 0.045 0.0145 0.0602
5869699 4667836 0.044 0.0154 0.0489
5869734 4428331 0.044 0.0156 0.0467
5869819 1644417 0.046 0.0139 0.0647
5869819 2917316 0.046 0.0135 0.0689
5869819 3652073 0.046 0.014 0.0641
5869875 5318818 0.046 0.0146 0.0598
5869949 1097014 0.045 0.0152 0.054
5869949 2882455 0.044 0.0149 0.0531
5870015 2439519 0.045 0.0147 0.0579
5870066 3442231 0.045 0.0151 0.0487
5870066 4319487 0.047 0.0142 0.0658
5870079 4478540 0.046 0.0138 0.0667
5870125 4484347 0.046 0.0139 0.0664
5870156 2775995 0.051 0.0102 0.1142
5870288 4139028 0.046 0.015 0.0563
5870363 5137043 0.078 0.0043 0.2577
5870363 5565659 0.052 0.0106 0.1136
5870460 5703208 0.055 0.0083 0.1366
5870503 3059658 0.051 0.0104 0.1118
5870545 2521803 0.048 0.013 0.0815
5870587 2605630 0.077 0.0047 0.2517
5870621 2770901 0.066 0 0.2461
5870737 3326448 0.046 0.0147 0.0607
5870770 2551125 0.047 0.0138 0.0675
5870770 4944677 0.047 0.0136 0.0705
5871002 1431871 0.047 0.0132 0.0742
5871002 5453251 0.047 0.0146 0.0636
5871002 5888179 0.046 0.0144 0.0625
5871037 4976512 0.052 0.0091 0.1254
5871053 5019300 0.046 0.0145 0.0615
5871068 5406869 0.048 0.0137 0.0745
5871175 4379953 0.051 0.0093 0.1226
5871231 3879069 0.039 0.0074 0.1242
5871279 1447875 0.052 0.0092 0.1231
5871279 2929262 0.081 0.0041 0.2697
5871417 5086589 0.066 0 0.247
5871436 1170676 0.045 0.0142 0.0628
5871583 3273549 0.08 0.0041 0.2681
5871614 3439156 0.046 0.0144 0.0599
5871630 2427117 0.075 0.0058 0.238
5871649 3055884 0.047 0.0128 0.08
5871688 5000679 0.073 0.0048 0.2355
5871692 4862075 0.052 0.0103 0.1151
5871692 5398153 0.045 0.0133 0.0696
5871720 1630332 0.045 0.0141 0.0645
5871785 3840727 0.074 0.0042 0.2477
5871942 1736182 0.079 0.0038 0.2605
5871956 2127736 0.067 0 0.2493
5872063 5704858 0.045 0.015 0.0513
5872116 5862925 0.046 0.0147 0.0604
5872129 5224026 0.067 0.0001 0.2502
5872168 5444000 0.054 0.0085 0.1326
5872184 1690946 0.077 0.004 0.2562
5872184 2486114 0.08 0.004 0.2678
5872184 5032435 0.073 0.0057 0.231
5872245 2169389 0.079 0.0055 0.2561
5872340 2639113 0.047 0.0137 0.0686
5872357 3118610 0.046 0.0139 0.0675
5872421 2106832 0.08 0.0037 0.2711
5872421 3185885 0.047 0.0138 0.0698
5872498 5595962 0.046 0.0137 0.0703
5872527 5001991 0.078 0.0048 0.2562
5872573 4393669 0.065 0 0.2445
5872654 2564120 0.045 0.0147 0.0573
5872725 1242207 0.047 0.0136 0.0733
5872725 3705487 0.052 0.0099 0.1195
5872800 2377822 0.045 0.0138 0.057
5872817 5803890 0.077 0.004 0.2572
5872872 3271728 0.044 0.0144 0.0546
5872959 2817928 0.045 0.0148 0.0571
5872996 3005510 0.055 0.0073 0.1509
5873077 4400153 0.068 0.0001 0.2503
5873160 1300040 0.046 0.0147 0.0604
5873178 5772840 0.071 0.0058 0.2229
5873300 4642218 0.054 0.0093 0.1312
5873389 1953269 0.046 0.0144 0.0623
5873389 3167806 0.046 0.0144 0.06
5873389 3316655 0.049 0.0135 0.0788
5873393 4755884 0.045 0.0142 0.0612
5873525 2373238 0.044 0.0157 0.0452
5873574 1586500 0.079 0.0048 0.255
5873727 1851460 0.077 0.005 0.2467
5873788 4956277 0.066 0 0.2506
5873788 5925958 0.066 0.0001 0.248
5873808 3619219 0.051 0.0088 0.1313
5873840 2069995 0.046 0.0147 0.0605
5873857 4250833 0.035 0.013 0.0457
5873882 4635235 0.045 0.0137 0.0558
5873894 3053761 0.044 0.0152 0.0494
5873894 3572696 0.046 0.0147 0.0593
5873945 4111411 0.081 0.0056 0.2598
5873976 4086485 0.045 0.0148 0.0579
5874001 4149779 0.046 0.0146 0.0589
5874056 1981426 0.046 0.013 0.0747
5874123 1320566 0.047 0.0137 0.0727
5874404 1239184 0.048 0.0134 0.0749
5874418 3765847 0.074 0.0057 0.2332
5874462 3258269 0.051 0.0105 0.1102
5874496 2296946 0.068 0.0001 0.2515
5874564 5952506 0.054 0.0088 0.1335
5874700 2432081 0.067 0.0064 0.2014
5874717 1281914 0.048 0.0133 0.0766
5874755 2945487 0.073 0.0053 0.2322
5874755 3221441 0.045 0.014 0.0577
5874835 3719329 0.083 0.0045 0.2758
5874854 2118619 0.045 0.0142 0.0597
5874878 4817390 0.039 0.014 0.0446
5874916 5383841 0.045 0.0151 0.0551
5874941 3010104 0.05 0.0122 0.0932
5874984 3382935 0.045 0.0145 0.0601
5874984 3646972 0.051 0.0109 0.109
5875055 1783546 0.077 0.0043 0.2545
5875055 4591908 0.046 0.0138 0.0691
5875055 5602985 0.045 0.0153 0.051
5875188 3390449 0.047 0.0143 0.0671
5875339 3170508 0.045 0.0149 0.0556
5875364 2643017 0.053 0.01 0.1214
5875402 2123055 0.066 0 0.2471
5875416 3078669 0.066 0.0001 0.2479
5875437 2476646 0.044 0.0151 0.0492
5875437 4314610 0.057 0.0072 0.1588
5875453 2388134 0.045 0.0142 0.062
5875453 4012555 0.046 0.0155 0.0532
5875547 5022064 0.052 0.0099 0.1182
5875607 1551073 0.081 0.0034 0.2762
5875681 1501296 0.047 0.0134 0.0701
5875681 1552876 0.046 0.0145 0.0582
5875845 1997270 0.044 0.0151 0.0505
5875852 4634613 0.08 0.0035 0.2723
5875908 1085752 0.045 0.0146 0.0581
5875957 4281168 0.046 0.0147 0.0602
5876083 1300156 0.045 0.0152 0.0509
5876083 1999731 0.044 0.015 0.0506
5876121 2927345 0.045 0.0144 0.0571
5876150 3999967 0.043 0.0147 0.0469
5876293 1563671 0.046 0.0145 0.0601
5876293 2288475 0.045 0.0159 0.0481
5876293 3549747 0.046 0.0143 0.0634
5876293 4657305 0.048 0.0134 0.0767
5876318 1218074 0.068 0.0001 0.2496
5876362 2905378 0.045 0.0146 0.0578
5876396 1614311 0.047 0.0132 0.0764
5876396 5654168 0.044 0.0153 0.05
5876568 2717656 0.046 0.0154 0.0551
5876656 3544337 0.045 0.0146 0.054
5876667 1810698 0.076 0.0053 0.2413
5876667 3807873 0.053 0.0097 0.1249
5876667 3986617 0.052 0.0099 0.118
5876745 5723368 0.046 0.0145 0.0602
5876951 2962747 0.067 0 0.2482
5876965 2376014 0.045 0.0148 0.058
5877047 4255845 0.041 0.0128 0.067
5877169 5372299 0.074 0.005 0.2382
5877216 4047013 0.081 0.0042 0.2701
5877295 1490197 0.044 0.0154 0.0489
5877397 1097239 0.046 0.0138 0.0663
5877438 3204255 0.047 0.0147 0.0642
5877438 3609196 0.049 0.0115 0.0946
5877524 3060505 0.072 0.006 0.2245
5877631 3269208 0.044 0.0155 0.0461
5877657 3375117 0.049 0.0129 0.0836
5877705 4732933 0.048 0.0136 0.075
5877712 3264825 0.045 0.015 0.0549
5877814 2722245 0.073 0.0061 0.2269
5877827 1279347 0.045 0.0144 0.0563
5878028 1532446 0.047 0.0139 0.0679
5878104 5076199 0.053 0.0001 0.2508
5878133 3372798 0.073 0.0045 0.2359
5878337 3873046 0.045 0.0147 0.057
5878353 5067945 0.048 0.013 0.0788
5878370 4578286 0.071 0.005 0.2305
5878370 4845466 0.039 0.0118 0.051
5878370 4970679 0.044 0.015 0.0497
5878414 5009266 0.048 0.0139 0.0681
5878449 2929407 0.044 0.0148 0.0552
5878540 3726596 0.045 0.0151 0.0573
5878582 2014901 0.046 0.0146 0.0613
5878672 3069800 0.045 0.0151 0.0539
5878689 1378374 0.047 0.0142 0.0643
5878732 1423544 0.076 0.0044 0.2501
5878744 4860460 0.078 0.0045 0.255
5878856 1936675 0.046 0.0143 0.0637
5878912 1466345 0.048 0.012 0.0888
5878950 1227506 0.046 0.014 0.0633
5878986 3013607 0.045 0.0149 0.0561
5879006 2804149 0.052 0.0092 0.1228
5879014 4517757 0.049 0.0127 0.0846
5879073 1898942 0.077 0.0047 0.2532
5879136 3049912 0.054 0.0088 0.1366
5879136 3715944 0.066 0.0001 0.2463
5879161 5484161 0.045 0.0147 0.0575
5879205 1621567 0.076 0.0051 0.246
5879298 5779244 0.051 0.0102 0.114
5879342 5395667 0.045 0.0144 0.0589
5879367 3142916 0.078 0.0044 0.2574
5879367 5967677 0.045 0.0151 0.0497
5879380 3667365 0.045 0.0147 0.0561
5879428 3510597 0.046 0.0137 0.0652
5879491 1081677 0.048 0.0131 0.0772
5879507 4299131 0.053 0.0098 0.1242
5879526 1920751 0.048 0.0138 0.0718
5879647 4261581 0.048 0.0135 0.0754
5879671 2151059 0.074 0.0063 0.2286
5879671 3441904 0.076 0.0046 0.2461
5879895 5398646 0.052 0.0113 0.1087
5879946 4275334 0.078 0.0042 0.2567
5880050 5918819 0.076 0.0044 0.2478
5880064 2474570 0.074 0.005 0.2392
5880109 3712972 0.043 0.0152 0.0455
5880135 4214308 0.072 0.0055 0.226
5880204 2743800 0.045 0.0147 0.0594
5880204 3261751 0.045 0.0143 0.0586
5880218 3403451 0.047 0.0127 0.0808
5880285 4866791 0.046 0.0139 0.0652
5880324 4489229 0.046 0.0135 0.0709
5880324 4780223 0.047 0.0138 0.0701
5880348 1208022 0.046 0.014 0.0665
5880348 2737167 0.054 0.0095 0.1298
5880372 2015018 0.046 0.0141 0.0648
5880458 2110615 0.045 0.0139 0.0621
5880463 4687511 0.08 0.0053 0.2586
5880481 5308517 0.073 0.0046 0.2362
5880556 2815755 0.048 0.0134 0.0751
5880556 4849976 0.072 0.0058 0.2243
5880580 5565563 0.046 0.0142 0.0643
5880637 4813578 0.045 0.0143 0.0601
5880641 2706403 0.046 0.0139 0.0667
5880653 2047046 0.045 0.015 0.0551
5880653 2976054 0.048 0.0129 0.08
5880668 2978540 0.047 0.0144 0.0652
5880668 5624666 0.046 0.0142 0.0638
5880695 4376037 0.079 0.0039 0.2645
5880714 3119110 0.075 0.0039 0.2491
5880749 3714771 0.046 0.0143 0.0656
5880751 3889709 0.068 0 0.2464
5880808 1068720 0.047 0.0139 0.0675
5880894 2858118 0.046 0.014 0.0643
5880910 4659531 0.045 0.0151 0.052
5880934 1893669 0.053 0.0101 0.12
5880976 4001562 0.046 0.0134 0.0679
5881092 1745895 0.067 0.0001 0.2508
5881124 1779445 0.047 0.0136 0.0733
5881161 2019950 0.043 0.0151 0.047
5881189 1730806 0.075 0.0036 0.2553
5881205 3798327 0.07 0.0062 0.2148
5881264 2154933 0.043 0.0155 0.0447
5881298 5051298 0.051 0.0119 0.0993
5881356 2141983 0.051 0.0103 0.0987
5881399 2696362 0.048 0.0137 0.0733
5881452 3604303 0.045 0.0142 0.0641
5881452 4836241 0.045 0.0144 0.0567
5881544 4626248 0.075 0.0049 0.243
5881590 2695495 0.055 0.0078 0.1471
5881620 1914361 0.053 0.0097 0.1231
5881708 1922828 0.046 0.014 0.0651
5881740 4474586 0.046 0.0143 0.0662
5881909 2327412 0.052 0.0103 0.1169
5882000 5409552 0.049 0.0125 0.0843
5882000 5456179 0.044 0.0146 0.0512
5882024 1556058 0.045 0.0143 0.0595
5882093 3508527 0.075 0.0054 0.2393
5882149 5277239 0.045 0.0144 0.0612
5882238 1781452 0.075 0.0049 0.2434
5882242 3168939 0.046 0.0145 0.0599
5882321 4314577 0.054 0.0077 0.1426
5882437 3945698 0.066 0 0.2468
5882441 2780250 0.068 0 0.2528
5882453 2378125 0.047 0.0134 0.0736
5882484 4682182 0.052 0.0102 0.1172
5882547 6022909 0.067 0 0.2508
5882559 2408202 0.067 0.0001 0.2505
